flag_id,transaction_id,customer_id,flag_reason,risk_score,investigation_status
9003984,4040796,108160,Failed/reversed activity,63.6,Confirmed Fraud
9003985,4093224,120802,Failed/reversed activity,61.3,Cleared
9003986,4198235,110375,Late-night transaction,61.1,Cleared
9003987,4196742,121861,Failed/reversed activity,60.4,Cleared
9003988,4175673,114403,Unusual amount,93.1,Open
9003989,4122393,122965,Late-night transaction,79.2,Open
9003990,4116254,127869,High-risk merchant,64.0,Cleared
9003991,4090931,109162,High-risk merchant,67.1,Escalated
9003992,4111890,102365,Late-night transaction,66.6,Open
9003993,4230604,124958,High-risk merchant,67.4,Confirmed Fraud
9003994,4062863,120687,Failed/reversed activity,98.3,Confirmed Fraud
9003995,4121209,115558,Failed/reversed activity,84.4,Cleared
9003996,4086229,900404,Failed/reversed activity,67.8,Confirmed Fraud
9003997,4157482,108454,High-risk merchant,78.9,Escalated
9003998,4104895,116339,Late-night transaction,86.8,Cleared
9003999,4189892,117861,Failed/reversed activity,98.7,Cleared
9004000,4035176,126138,Unusual amount,71.1,Cleared
9004001,4058386,122895,Unusual amount,81.0,Confirmed Fraud
9004002,4214509,102977,Failed/reversed activity,76.9,Cleared
9004003,4183669,121694,Late-night transaction,86.4,Confirmed Fraud
9004004,4114792,120476,Failed/reversed activity,72.6,Cleared
9004005,4000038,117804,Failed/reversed activity,82.8,Cleared
9004006,4125815,102892,High-risk merchant,75.8,Confirmed Fraud
9004007,4125741,100165,High-risk merchant,94.7,Cleared
9004008,4204400,108715,Unusual amount,92.3,Escalated
9004009,4029907,107020,Late-night transaction,77.4,Cleared
9004010,4230812,109356,Unusual amount,83.7,Open
9004011,4222500,116279,Failed/reversed activity,82.5,Confirmed Fraud
9004012,4117915,111328,Late-night transaction,76.0,Escalated
9004013,4020296,101075,High-risk merchant,84.6,Cleared
9004014,4132881,105913,High-risk merchant,76.6,Escalated
9004015,4098171,124538,Late-night transaction,72.0,Open
9004016,4145442,116058,Unusual amount,83.7,Confirmed Fraud
9004017,4096963,127114,Late-night transaction,72.8,Cleared
9004018,4069807,125867,Late-night transaction,64.5,Open
9004019,4124879,119615,Late-night transaction,90.1,Cleared
9004020,4149212,123769,Failed/reversed activity,77.4,Escalated
9004021,4156192,129320,Failed/reversed activity,62.7,Open
9004022,4085223,109580,Unusual amount,77.0,Open
9004023,4198397,116105,Late-night transaction,84.0,Cleared
9004024,4152446,126412,High-risk merchant,85.5,Confirmed Fraud
9004025,4148096,127316,Unusual amount,98.0,Confirmed Fraud
9004026,4207877,112712,High-risk merchant,81.6,Confirmed Fraud
9004027,4023108,121887,Unusual amount,78.4,Cleared
9004028,4155073,102545,Unusual amount,78.4,Cleared
9004029,4008045,114916,High-risk merchant,60.3,Open
9004030,4206054,117830,Failed/reversed activity,63.0,Cleared
9004031,4076464,126086,Late-night transaction,90.4,Cleared
9004032,4058624,110321,Unusual amount,73.1,Cleared
9004033,4086788,103612,Failed/reversed activity,76.4,Open
9004034,4016304,124749,High-risk merchant,69.0,Confirmed Fraud
9004035,4125784,122731,Failed/reversed activity,67.8,Open
9004036,4077034,100711,Failed/reversed activity,66.5,Cleared
9004037,4019770,105779,High-risk merchant,67.0,Cleared
9004038,4116844,106325,Unusual amount,62.6,Open
9004039,4017360,117939,Unusual amount,98.6,Cleared
9004040,4087652,128286,High-risk merchant,77.9,Confirmed Fraud
9004041,4102903,115041,Unusual amount,83.7,Cleared
9004042,4186552,101041,Unusual amount,60.7,Open
9004043,4165841,106535,Unusual amount,56.9,Cleared
9004044,4018318,105378,High-risk merchant,82.9,Cleared
9004045,4120209,109794,Late-night transaction,94.5,Escalated
9004046,4123267,122638,Failed/reversed activity,94.0,Cleared
9004047,4027241,123077,Late-night transaction,74.5,Escalated
9004048,4108125,118033,Unusual amount,82.6,Cleared
9004049,4206940,113240,Failed/reversed activity,98.4,Confirmed Fraud
9004050,4094446,118382,High-risk merchant,60.0,Open
9004051,4179410,108513,Late-night transaction,73.0,Confirmed Fraud
9004052,4116017,128362,Unusual amount,76.5,Escalated
9004053,4015338,118015,Late-night transaction,58.1,Cleared
9004054,4090094,110371,Failed/reversed activity,59.5,Open
9004055,4178194,126411,Late-night transaction,61.4,Open
9004056,4011379,106531,High-risk merchant,80.5,Confirmed Fraud
9004057,4060160,120924,Unusual amount,97.8,Open
9004058,4172706,103325,Late-night transaction,73.8,Escalated
9004059,4035254,111355,High-risk merchant,91.3,Cleared
9004060,4025447,103306,Late-night transaction,69.6,Cleared
9004061,4236622,109630,High-risk merchant,66.5,Confirmed Fraud
9004062,4090979,112473,Failed/reversed activity,73.2,Cleared
9004063,4020105,105090,Late-night transaction,73.3,Confirmed Fraud
9004064,4208413,112727,Unusual amount,65.2,Cleared
9004065,4227470,122344,Failed/reversed activity,93.6,Cleared
9004066,4220530,110558,Unusual amount,64.0,Cleared
9004067,4009862,125148,Late-night transaction,72.7,Open
9004068,4119717,124976,Failed/reversed activity,75.7,Escalated
9004069,4031375,111992,Unusual amount,73.6,Confirmed Fraud
9004070,4020718,101984,High-risk merchant,77.5,Open
9004071,4030633,128108,High-risk merchant,81.8,Cleared
9004072,4020244,121817,Late-night transaction,74.9,Cleared
9004073,4061851,114997,High-risk merchant,58.4,Confirmed Fraud
9004074,4064084,106766,High-risk merchant,89.1,Open
9004075,4051460,128517,High-risk merchant,69.5,Open
9004076,4002048,100862,Failed/reversed activity,92.5,Cleared
9004077,4196654,115534,Unusual amount,93.9,Cleared
9004078,4154281,128070,Unusual amount,70.3,Escalated
9004079,4225509,102212,Failed/reversed activity,98.0,Cleared
9004080,4150667,104450,Late-night transaction,71.2,Open
9004081,4157137,128219,Unusual amount,70.6,Cleared
9004082,4099974,100363,High-risk merchant,71.9,Open
9004083,4077413,122634,Late-night transaction,64.1,Cleared
9004084,4048274,115844,Late-night transaction,98.3,Open
9004085,4217078,125954,Unusual amount,77.1,Cleared
9004086,4050808,125972,High-risk merchant,63.6,Cleared
9004087,4209539,117676,Late-night transaction,69.6,Open
9004088,4097133,127303,Unusual amount,65.1,Cleared
9004089,4092770,120793,High-risk merchant,72.1,Cleared
9004090,4229041,119844,Failed/reversed activity,93.9,Open
9004091,4093841,112336,Unusual amount,57.5,Cleared
9004092,4039849,100325,Unusual amount,78.2,Open
9004093,4218839,103285,Unusual amount,88.3,Cleared
9004094,4211533,114960,Unusual amount,60.8,Cleared
9004095,4208048,126299,Unusual amount,69.8,Cleared
9004096,4065439,115442,Late-night transaction,58.2,Cleared
9004097,4140498,112097,Unusual amount,68.3,Cleared
9004098,4136962,113065,Late-night transaction,62.2,Open
9004099,4147478,123627,Late-night transaction,62.2,Escalated
9004100,4144869,121784,High-risk merchant,58.7,Open
9004101,4085428,106639,Failed/reversed activity,91.4,Cleared
9004102,4117685,125821,Late-night transaction,91.2,Open
9004103,4237054,121945,Late-night transaction,89.2,Cleared
9004104,4208661,116397,High-risk merchant,66.7,Confirmed Fraud
9004105,4176339,100503,High-risk merchant,73.0,Escalated
9004106,4183771,114068,Late-night transaction,62.0,Cleared
9004107,4100087,102541,High-risk merchant,82.5,Confirmed Fraud
9004108,4188290,124356,High-risk merchant,70.9,Open
9004109,4000292,107608,Failed/reversed activity,72.1,Cleared
9004110,4199848,120267,High-risk merchant,86.0,Cleared
9004111,4141091,126414,Unusual amount,69.9,Open
9004112,4072127,113180,High-risk merchant,96.6,Open
9004113,4090393,125941,Failed/reversed activity,75.5,Cleared
9004114,4136250,120040,Failed/reversed activity,76.8,Open
9004115,4182728,112124,High-risk merchant,98.0,Cleared
9004116,4221561,104415,Failed/reversed activity,58.8,Cleared
9004117,4146003,128731,Failed/reversed activity,72.0,Escalated
9004118,4150438,117582,Failed/reversed activity,60.1,Confirmed Fraud
9004119,4232790,121386,Late-night transaction,95.6,Confirmed Fraud
9004120,4222486,112031,Failed/reversed activity,93.6,Cleared
9004121,4192862,104633,Unusual amount,73.4,Cleared
9004122,4209071,111622,Unusual amount,80.8,Open
9004123,4080689,121545,High-risk merchant,94.6,Cleared
9004124,4151907,120243,Failed/reversed activity,70.4,Confirmed Fraud
9004125,4192566,113585,High-risk merchant,64.3,Open
9004126,4119382,127245,Late-night transaction,87.4,Cleared
9004127,4185609,121169,Unusual amount,89.1,Confirmed Fraud
9004128,4008799,111152,Late-night transaction,88.0,Cleared
9004129,4100224,127170,Failed/reversed activity,56.8,Confirmed Fraud
9004130,4060326,111279,Unusual amount,92.6,Confirmed Fraud
9004131,4025242,120982,High-risk merchant,59.3,Cleared
9004132,4226162,119135,Late-night transaction,62.8,Escalated
9004133,4206180,120883,Failed/reversed activity,63.3,Open
9004134,4120599,117649,Late-night transaction,72.5,Cleared
9004135,4182355,119877,Failed/reversed activity,80.0,Cleared
9004136,4016179,116891,Late-night transaction,68.0,Open
9004137,4027484,103129,Late-night transaction,67.6,Open
9004138,4174185,115224,High-risk merchant,55.8,Escalated
9004139,4229827,124950,High-risk merchant,91.0,Cleared
9004140,4173623,121387,High-risk merchant,86.2,Cleared
9004141,4188401,114256,Failed/reversed activity,96.0,Open
9004142,4086911,109115,High-risk merchant,62.1,Open
9004143,4015395,100179,High-risk merchant,74.4,Cleared
9004144,4075308,108894,Late-night transaction,87.0,Cleared
9004145,4082233,111235,Late-night transaction,94.8,Confirmed Fraud
9004146,4124626,108255,Unusual amount,74.4,Confirmed Fraud
9004147,4012162,107346,Failed/reversed activity,79.6,Cleared
9004148,4216957,107500,Late-night transaction,91.2,Cleared
9004149,4151652,110542,Late-night transaction,69.9,Cleared
9004150,4005879,129321,Late-night transaction,57.2,Open
9004151,4051756,111183,Unusual amount,66.2,Cleared
9004152,4000669,113388,Late-night transaction,75.6,Open
9004153,4129848,129624,High-risk merchant,76.8,Confirmed Fraud
9004154,4113299,114754,Failed/reversed activity,62.0,Confirmed Fraud
9004155,4084562,124384,Late-night transaction,76.8,Escalated
9004156,4060562,115996,Failed/reversed activity,57.1,Confirmed Fraud
9004157,4219342,128484,Failed/reversed activity,86.5,Cleared
9004158,4199951,104776,High-risk merchant,85.6,Cleared
9004159,4150254,127265,Unusual amount,66.0,Open
9004160,4170464,128744,Late-night transaction,81.9,Confirmed Fraud
9004161,4217533,125792,Failed/reversed activity,98.5,Cleared
9004162,4005835,127033,High-risk merchant,97.4,Escalated
9004163,4171590,110748,High-risk merchant,81.9,Escalated
9004164,4004567,128957,High-risk merchant,75.4,Open
9004165,4133764,123431,Late-night transaction,78.8,Cleared
9004166,4000680,123942,Failed/reversed activity,61.5,Escalated
9004167,4207710,112907,Late-night transaction,71.5,Cleared
9004168,4236621,128806,Unusual amount,96.9,Cleared
9004169,4131488,121830,Failed/reversed activity,93.5,Escalated
9004170,4069253,106617,Unusual amount,94.0,Cleared
9004171,4147081,108588,High-risk merchant,71.0,Open
9004172,4232928,102613,Late-night transaction,85.4,Open
9004173,4041884,109096,Late-night transaction,93.0,Cleared
9004174,4054233,108043,Failed/reversed activity,97.6,Cleared
9004175,4082675,107553,Failed/reversed activity,67.3,Open
9004176,4017107,119781,High-risk merchant,82.3,Cleared
9004177,4197228,112072,High-risk merchant,79.7,Confirmed Fraud
9004178,4079949,122290,Unusual amount,64.0,Open
9004179,4122626,117763,Unusual amount,79.9,Cleared
9004180,4189654,113894,High-risk merchant,77.8,Cleared
9004181,4221854,119438,High-risk merchant,55.9,Confirmed Fraud
9004182,4149476,126506,High-risk merchant,78.3,Cleared
9004183,4083242,123513,Unusual amount,61.5,Cleared
9004184,4166950,116763,High-risk merchant,63.7,Cleared
9004185,4201791,105070,Late-night transaction,69.5,Escalated
9004186,4190688,118759,High-risk merchant,84.8,Escalated
9004187,4227931,125080,Failed/reversed activity,56.1,Open
9004188,4229398,113848,Failed/reversed activity,58.7,Confirmed Fraud
9004189,4062428,100449,High-risk merchant,98.4,Escalated
9004190,4070987,111808,High-risk merchant,59.7,Cleared
9004191,4205100,107006,Failed/reversed activity,69.3,Cleared
9004192,4190597,102100,Unusual amount,55.7,Confirmed Fraud
9004193,4103158,116272,High-risk merchant,56.6,Cleared
9004194,4070144,110349,High-risk merchant,64.4,Open
9004195,4165822,112022,Failed/reversed activity,55.6,Open
9004196,4026342,101691,Unusual amount,82.8,Cleared
9004197,4055723,123356,Unusual amount,57.8,Cleared
9004198,4118409,112710,High-risk merchant,80.6,Escalated
9004199,4015480,110846,High-risk merchant,82.8,Confirmed Fraud
9004200,4101025,129808,Failed/reversed activity,70.5,Cleared
9004201,4111239,105513,Failed/reversed activity,64.2,Cleared
9004202,4023918,123166,Failed/reversed activity,74.8,Escalated
9004203,4027199,121469,Unusual amount,61.7,Escalated
9004204,4133821,129301,Failed/reversed activity,84.1,Cleared
9004205,4204208,101631,Unusual amount,97.5,Cleared
9004206,4133535,122565,Unusual amount,62.5,Confirmed Fraud
9004207,4074726,108573,Failed/reversed activity,75.3,Confirmed Fraud
9004208,4183428,113100,Late-night transaction,81.7,Cleared
9004209,4116159,103578,Unusual amount,93.4,Cleared
9004210,4038918,120945,Failed/reversed activity,87.2,Confirmed Fraud
9004211,4145321,127600,High-risk merchant,83.3,Confirmed Fraud
9004212,4105405,120085,Failed/reversed activity,55.3,Escalated
9004213,4021985,105287,Late-night transaction,75.3,Open
9004214,4226449,106080,Late-night transaction,84.3,Cleared
9004215,4228724,111985,Failed/reversed activity,88.4,Cleared
9004216,4002804,112118,Late-night transaction,79.3,Cleared
9004217,4172935,129882,Late-night transaction,82.8,Confirmed Fraud
9004218,4059154,112320,High-risk merchant,92.3,Cleared
9004219,4076539,117051,High-risk merchant,65.2,Escalated
9004220,4131943,128333,Unusual amount,60.9,Confirmed Fraud
9004221,4037820,111267,Failed/reversed activity,85.6,Cleared
9004222,4044069,129813,High-risk merchant,71.8,Cleared
9004223,4162451,116830,Late-night transaction,70.4,Cleared
9004224,4042236,900204,Failed/reversed activity,64.1,Cleared
9004225,4081912,102569,High-risk merchant,94.1,Cleared
9004226,4196739,100686,Unusual amount,86.3,Open
9004227,4060101,128254,High-risk merchant,97.3,Open
9004228,4036490,112697,Late-night transaction,68.1,Escalated
9004229,4177569,116142,Late-night transaction,64.6,Cleared
9004230,4206275,103038,Late-night transaction,97.5,Confirmed Fraud
9004231,4220256,100574,Failed/reversed activity,57.2,Cleared
9004232,4231428,118971,High-risk merchant,76.3,Cleared
9004233,4101308,103594,Unusual amount,60.2,Open
9004234,4031194,106317,Unusual amount,82.1,Open
9004235,4077992,104442,Failed/reversed activity,66.9,Cleared
9004236,4145187,107035,Failed/reversed activity,61.2,Confirmed Fraud
9004237,4146079,111371,Unusual amount,58.1,Open
9004238,4037559,117699,Late-night transaction,55.6,Open
9004239,4221518,110046,Late-night transaction,68.7,Cleared
9004240,4219755,127061,High-risk merchant,59.2,Cleared
9004241,4144968,117041,Unusual amount,77.4,Open
9004242,4158558,110789,Late-night transaction,80.6,Open
9004243,4101149,100302,Failed/reversed activity,61.6,Cleared
9004244,4201566,113435,Unusual amount,82.6,Cleared
9004245,4055091,118575,Unusual amount,82.5,Cleared
9004246,4022815,118018,High-risk merchant,96.7,Cleared
9004247,4175691,117072,Unusual amount,96.6,Cleared
9004248,4081146,103493,Late-night transaction,80.5,Open
9004249,4036781,117902,High-risk merchant,75.0,Cleared
9004250,4068204,128949,Failed/reversed activity,77.8,Confirmed Fraud
9004251,4090387,124569,Unusual amount,75.7,Cleared
9004252,4018557,113216,Failed/reversed activity,67.3,Confirmed Fraud
9004253,4166685,128641,Failed/reversed activity,98.7,Cleared
9004254,4098324,103071,High-risk merchant,69.3,Open
9004255,4213914,115711,Failed/reversed activity,79.0,Cleared
9004256,4103973,109861,High-risk merchant,58.8,Cleared
9004257,4012830,105054,Failed/reversed activity,79.5,Confirmed Fraud
9004258,4097386,116901,High-risk merchant,68.4,Open
9004259,4053331,124679,Failed/reversed activity,90.9,Cleared
9004260,4213843,109123,Unusual amount,74.4,Open
9004261,4015810,111497,High-risk merchant,61.5,Open
9004262,4200959,126419,Late-night transaction,85.9,Open
9004263,4142389,122726,Failed/reversed activity,83.4,Confirmed Fraud
9004264,4075256,125813,High-risk merchant,76.6,Escalated
9004265,4153189,114538,Late-night transaction,73.3,Cleared
9004266,4025067,111097,Late-night transaction,78.1,Open
9004267,4154872,101012,High-risk merchant,74.4,Cleared
9004268,4235551,109477,High-risk merchant,79.6,Cleared
9004269,4065071,101200,High-risk merchant,62.7,Open
9004270,4081621,111471,Late-night transaction,91.7,Cleared
9004271,4180477,104577,Late-night transaction,94.6,Cleared
9004272,4207385,125720,High-risk merchant,82.3,Open
9004273,4183912,117894,Late-night transaction,84.9,Escalated
9004274,4167127,105567,Unusual amount,95.8,Open
9004275,4031998,123382,Unusual amount,91.3,Confirmed Fraud
9004276,4153290,114512,Unusual amount,56.5,Confirmed Fraud
9004277,4006746,123742,Failed/reversed activity,65.6,Open
9004278,4154292,129064,Failed/reversed activity,83.4,Open
